CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender
2409,70,35,5,Male
2410,30,106,69,Female
2411,48,141,64,Female
2412,58,94,14,Male
2413,28,70,50,Male
2414,21,130,26,Male
2415,51,39,72,Male
2416,55,19,69,Female
2417,63,134,7,Female
2418,21,35,16,Female
2419,55,32,55,Female
2420,36,71,78,Female
2421,23,107,56,Female
2422,51,33,4,Male
2423,35,142,100,Female
2424,30,111,48,Female
2425,58,145,17,Female
2426,40,35,36,Male
2427,36,54,70,Male
2428,62,81,80,Female
2429,28,141,93,Male
2430,18,69,100,Male
2431,41,123,38,Female
2432,24,112,62,Female
2433,42,126,48,Female
2434,38,129,10,Male
2435,32,131,36,Male
2436,18,101,29,Female
2437,29,95,78,Male
2438,24,80,4,Male
2439,32,33,44,Male
2440,38,149,56,Female
2441,36,132,42,Female
2442,46,56,100,Female
2443,42,56,13,Female
2444,50,73,46,Female
2445,66,34,82,Male
2446,49,87,33,Male
2447,66,31,21,Male
2448,52,41,80,Male
2449,61,16,79,Male
2450,55,77,57,Male
2451,43,76,69,Female
2452,28,114,70,Female
2453,52,33,67,Male
2454,25,31,48,Female
2455,63,83,76,Male
2456,31,131,100,Male
2457,27,95,33,Female
2458,19,53,36,Female
2459,63,50,33,Male
2460,26,146,31,Female
2461,20,43,21,Male
2462,38,65,27,Male
2463,43,28,91,Male
2464,25,83,72,Male
2465,65,71,62,Male
2466,19,26,96,Female
2467,23,31,26,Male
2468,45,44,66,Female
2469,70,102,12,Male
2470,46,113,22,Female
2471,43,37,17,Male
2472,42,143,7,Female
2473,29,93,68,Male
2474,22,46,37,Male
2475,51,23,38,Female
2476,65,29,96,Female
2477,54,41,11,Female
2478,32,123,1,Female
2479,61,90,25,Female
2480,53,79,42,Female
2481,32,123,52,Male
2482,60,143,24,Male
2483,65,24,53,Male
2484,40,61,56,Female
2485,23,137,63,Female
2486,63,73,81,Female
2487,67,110,8,Male
2488,61,117,59,Female
2489,60,138,45,Male
2490,62,100,27,Female
2491,38,126,52,Female
2492,40,41,18,Female
2493,60,32,91,Male
2494,33,96,86,Female
2495,64,86,16,Male
2496,70,68,66,Female
2497,32,85,5,Female
2498,42,52,82,Female
2499,53,49,3,Female
2500,28,96,91,Male
2501,68,147,81,Female
2502,32,18,80,Male
2503,21,37,70,Female
2504,38,62,7,Female
2505,30,139,50,Female
2506,39,69,14,Male
2507,36,82,38,Female
2508,51,102,79,Male
2509,31,15,47,Male
2510,21,149,33,Female
2511,65,109,43,Male
2512,70,120,91,Female
2513,69,147,29,Male
2514,63,122,57,Male
2515,44,56,5,Male
2516,46,116,93,Male
2517,64,138,96,Female
2518,45,117,60,Male
2519,52,88,70,Female
2520,25,122,2,Male
2521,33,136,70,Female
2522,59,31,43,Female
2523,53,85,4,Male
2524,47,76,56,Male
2525,35,55,93,Female
2526,19,133,59,Male
2527,66,59,89,Male
2528,30,72,9,Male
2529,21,140,3,Male
2530,43,58,90,Male
2531,42,29,48,Male
2532,47,92,43,Male
2533,28,84,91,Male
2534,24,115,100,Male
2535,48,17,96,Female
2536,61,100,1,Male
2537,27,88,57,Male
2538,56,65,53,Male
2539,30,81,16,Male
2540,48,90,51,Male
2541,24,107,75,Female
2542,66,21,90,Female
2543,59,27,55,Male
2544,59,134,1,Female
2545,53,80,90,Male
2546,37,18,28,Male
2547,21,102,53,Female
2548,24,31,58,Female
2549,18,66,73,Female
2550,61,148,60,Female
2551,62,83,59,Female
2552,59,35,22,Male
2553,64,38,8,Male
2554,30,18,49,Male
2555,39,17,42,Female
2556,38,82,27,Male
2557,39,115,39,Female
2558,45,68,83,Male
2559,26,49,25,Female
2560,43,70,38,Female
2561,26,122,85,Male
2562,32,54,24,Male
2563,27,82,24,Male
2564,41,60,60,Male
2565,59,92,83,Female
2566,25,20,50,Male
2567,41,31,66,Female
2568,33,113,14,Male
2569,66,95,53,Male
2570,43,16,32,Male
2571,44,91,96,Male
2572,54,80,92,Male
2573,21,66,48,Female
2574,67,106,39,Male
2575,41,36,40,Female
2576,36,125,42,Male
2577,53,121,77,Female
2578,56,81,76,Male
2579,27,83,8,Male
2580,42,98,79,Male
2581,35,117,26,Female
2582,36,53,12,Female
2583,53,27,43,Male
2584,27,55,51,Male
2585,50,71,91,Male
2586,67,26,82,Female
2587,22,27,100,Male
2588,64,134,63,Female
2589,66,111,49,Male
2590,52,71,27,Female
2591,61,54,9,Female
2592,51,132,39,Female
2593,50,94,65,Male
2594,38,142,71,Female
2595,34,49,90,Male
2596,39,17,71,Female
2597,65,134,7,Male
2598,54,19,72,Female
2599,32,25,80,Female
2600,52,140,67,Male
2601,45,85,10,Male
2602,24,131,71,Female
2603,49,120,85,Female
2604,28,130,53,Male
2605,27,81,95,Female
2606,26,45,87,Female
2607,31,89,57,Male
2608,30,85,91,Male
2609,42,80,86,Male
2610,19,84,27,Female
2611,52,55,54,Female
2612,24,34,4,Female
2613,38,53,88,Male
2614,35,59,23,Female
2615,20,84,48,Male
2616,59,139,83,Male
2617,56,105,42,Female
2618,58,84,3,Male
2619,66,144,91,Female
2620,28,98,3,Male
2621,56,103,28,Male
2622,41,93,63,Male
2623,63,127,81,Female
2624,36,107,31,Male
2625,21,86,10,Female
2626,43,63,49,Male
2627,55,66,86,Male
2628,59,47,94,Male
2629,49,36,21,Female
2630,56,128,100,Female
2631,62,147,53,Female
2632,63,32,87,Female
2633,53,132,76,Female
2634,57,131,89,Male
2635,54,51,54,Male
2636,50,78,57,Female
2637,53,93,20,Female
2638,20,137,49,Female
2639,26,58,7,Female
2640,25,96,29,Male
2641,50,101,48,Female
2642,23,30,93,Female
2643,58,68,13,Female
2644,56,116,3,Female
2645,21,112,2,Male
2646,30,16,16,Male
2647,66,108,94,Female
2648,19,73,6,Male
2649,22,83,45,Male
2650,61,133,71,Female
2651,44,106,5,Female
2652,49,59,56,Male
2653,38,38,71,Male
2654,25,105,98,Male
2655,55,108,32,Male
2656,25,72,49,Male
2657,67,142,13,Female
2658,20,21,30,Male
2659,61,61,25,Male
2660,20,67,85,Male
2661,39,52,60,Male
2662,23,67,59,Male
2663,19,62,85,Male
2664,40,109,28,Male
2665,61,78,58,Male
2666,19,107,20,Female
2667,55,139,34,Female
2668,34,53,5,Male
2669,52,18,82,Female
2670,51,140,60,Female
2671,40,17,43,Female
2672,47,78,57,Female
2673,69,43,57,Female
2674,25,130,75,Female
2675,39,25,54,Male
2676,61,111,81,Male
2677,53,116,45,Female
2678,22,35,86,Male
2679,30,53,37,Female
2680,46,116,84,Male
2681,48,60,48,Male
2682,64,80,54,Male
2683,33,105,48,Female
2684,59,125,6,Male
2685,47,96,34,Male
2686,33,137,63,Female
2687,29,113,78,Female
2688,34,49,48,Male
2689,33,117,23,Female
2690,29,143,84,Male
2691,25,39,13,Male
2692,37,57,47,Female
2693,20,98,44,Female
2694,33,65,32,Male
2695,47,144,26,Female
2696,62,140,53,Male
2697,40,83,14,Female
2698,45,23,52,Female
2699,68,16,36,Female
2700,57,24,8,Female
2701,22,128,40,Female
2702,37,90,86,Male
2703,57,99,22,Male
2704,61,63,16,Male
2705,18,84,91,Female
2706,47,145,60,Male
2707,38,147,60,Male
2708,37,104,10,Female
2709,23,40,25,Female
2710,39,86,31,Female
2711,35,19,21,Male
2712,25,29,91,Male
2713,56,137,81,Female
2714,49,15,33,Male
2715,50,17,31,Male
2716,70,61,90,Female
2717,33,109,21,Male
2718,29,27,36,Female
2719,55,134,65,Male
2720,69,69,4,Female
2721,51,80,68,Male
2722,31,104,90,Male
2723,53,76,4,Female
2724,50,116,9,Female
2725,40,22,30,Female
2726,67,111,45,Female
2727,62,131,4,Male
2728,19,78,69,Female
2729,58,35,23,Female
2730,38,129,16,Female
2731,19,99,22,Female
2732,44,34,72,Female
2733,26,22,48,Male
2734,18,72,62,Female
2735,28,60,97,Female
2736,20,45,60,Female
2737,69,107,80,Male
2738,40,23,5,Male
2739,43,29,80,Male
2740,21,108,7,Female
2741,35,43,51,Female
2742,23,94,65,Male
2743,52,50,9,Male
2744,39,98,82,Female
2745,60,123,45,Female
2746,32,132,47,Female
2747,39,51,67,Male
2748,54,100,24,Female
2749,69,85,92,Female
2750,59,107,10,Male
2751,29,94,73,Male
2752,64,116,77,Male
2753,66,28,48,Female
2754,59,131,35,Male
2755,55,87,54,Male
2756,35,105,87,Female
2757,62,104,81,Female
2758,52,43,71,Male
2759,47,63,16,Female
2760,41,86,53,Male
2761,59,147,40,Female
2762,47,56,100,Female
2763,31,149,20,Male
2764,23,56,88,Male
2765,20,119,69,Male
2766,33,41,45,Female
2767,24,72,6,Male
2768,69,60,92,Female
2769,31,80,69,Female
2770,26,39,49,Male
2771,32,87,39,Female
2772,38,131,2,Female
2773,52,143,39,Male
2774,19,101,21,Female
2775,44,88,40,Female
2776,19,139,82,Male
2777,52,81,54,Male
2778,35,20,12,Female
2779,31,139,81,Female
2780,37,72,37,Female
2781,35,84,38,Female
2782,27,67,15,Male
2783,42,80,7,Female
2784,19,72,78,Female
2785,42,96,50,Female
2786,50,101,65,Female
2787,53,16,67,Male
2788,48,51,44,Female
2789,31,117,31,Male
2790,18,38,43,Male
2791,63,126,77,Male
2792,33,79,48,Male
2793,63,143,82,Male
2794,69,131,81,Female
2795,20,130,81,Male
2796,52,119,61,Male
2797,58,17,75,Male
2798,23,60,84,Female
2799,42,69,10,Male
2800,30,89,29,Female
2801,70,59,48,Male
2802,51,91,98,Male
2803,25,38,81,Female
2804,38,49,62,Female
2805,51,38,13,Female
2806,21,42,44,Male
2807,42,30,47,Female
2808,32,73,64,Female
2809,21,29,91,Female
2810,62,25,53,Female
2811,29,93,90,Female
2812,49,129,92,Male
2813,49,82,77,Female
2814,45,57,76,Male
2815,30,83,44,Female
2816,48,89,28,Female
2817,31,117,2,Male
2818,37,55,57,Male
2819,35,73,57,Male
2820,46,53,34,Male
2821,23,17,87,Female
2822,49,21,58,Male
2823,46,63,52,Female
2824,60,40,29,Female
2825,19,115,35,Female
2826,40,93,75,Male
2827,36,16,48,Male
2828,48,141,33,Male
2829,68,146,75,Female
2830,22,34,73,Male
2831,36,131,78,Male
2832,51,46,9,Female
2833,27,42,48,Male
2834,42,91,67,Female
2835,19,15,93,Male
2836,28,70,83,Male
2837,67,49,36,Male
2838,48,126,96,Male
2839,32,44,71,Male
2840,26,68,92,Female
2841,40,50,44,Male
2842,36,94,82,Male
2843,26,72,60,Male
2844,52,97,63,Male
2845,38,79,5,Male
2846,26,83,87,Male
2847,45,142,86,Male
2848,63,65,90,Female
2849,68,36,76,Female
2850,24,121,40,Male
2851,33,123,19,Female
2852,33,130,47,Male
2853,50,115,65,Female
2854,21,114,67,Male
2855,21,82,91,Male
2856,56,50,18,Female
2857,57,36,50,Male
2858,34,80,30,Female
2859,54,35,66,Male
2860,56,114,5,Male
2861,69,142,93,Male
2862,46,58,97,Male
2863,69,117,42,Female
2864,53,61,84,Male
2865,55,53,94,Female
2866,56,43,5,Female
2867,67,68,50,Male
2868,54,104,85,Male
2869,69,99,58,Female
2870,52,31,79,Female
2871,24,94,84,Male
2872,44,87,8,Female
2873,45,63,31,Female
2874,39,115,12,Female
2875,31,16,21,Male
2876,24,73,94,Female
2877,54,111,62,Female
2878,39,113,91,Female
2879,22,117,90,Female
2880,19,16,33,Male
2881,44,55,26,Male
2882,38,137,90,Female
2883,55,96,100,Female
2884,32,146,40,Female
2885,38,43,65,Male
2886,27,149,59,Male
2887,40,28,15,Female
2888,56,26,1,Female
2889,22,113,11,Male
2890,18,147,55,Female
2891,30,95,2,Female
2892,38,120,65,Male
2893,43,46,95,Male
2894,67,88,44,Male
2895,62,95,16,Male
2896,38,83,22,Male
2897,70,59,18,Female
2898,35,120,47,Male
2899,54,114,81,Male
2900,62,23,30,Male
2901,49,76,10,Male
2902,53,43,99,Male
2903,34,139,58,Male
2904,52,128,62,Female
2905,66,148,85,Male
2906,28,134,80,Female
2907,38,93,6,Female
2908,69,107,67,Male
2909,70,18,41,Male
2910,43,96,43,Female
2911,21,89,85,Female
2912,51,28,77,Female
2913,69,145,18,Male
2914,65,128,58,Female
2915,35,76,60,Male
2916,57,120,88,Male
2917,52,78,27,Female
2918,58,116,68,Male
2919,46,120,22,Male
2920,69,34,24,Female
2921,46,72,40,Female
2922,55,126,74,Male
2923,59,71,66,Female
2924,38,133,40,Male
2925,59,111,6,Female
2926,30,106,18,Female
2927,66,66,81,Female
2928,58,51,87,Female
2929,34,22,30,Male
2930,26,58,21,Female
2931,58,112,62,Male
2932,18,147,10,Male
2933,19,132,13,Female
2934,65,83,76,Female
2935,46,59,9,Female
2936,50,46,68,Female
2937,27,47,39,Female
2938,67,140,24,Male
2939,57,81,34,Female
2940,38,44,61,Male
2941,45,128,41,Male
2942,28,43,5,Male
2943,51,145,79,Male
2944,25,44,50,Female
2945,39,144,4,Female
2946,25,76,51,Male
2947,66,17,52,Male
2948,32,82,39,Female
2949,34,39,8,Male
2950,40,58,45,Female
2951,41,69,88,Male
2952,62,144,28,Female
2953,36,55,27,Male
2954,22,78,65,Male
2955,49,45,34,Male
2956,61,61,81,Female
2957,18,144,62,Female
2958,40,110,62,Female
2959,54,91,38,Male
2960,25,124,26,Male
2961,30,83,24,Male
2962,25,72,39,Male
2963,40,120,21,Male
2964,60,58,94,Male
2965,18,88,47,Female
2966,62,70,48,Female
2967,68,141,13,Female
2968,41,44,3,Male
2969,52,85,32,Female
2970,41,132,35,Male
2971,34,69,19,Male
2972,22,81,14,Female
2973,37,17,48,Male
2974,38,40,86,Male
2975,57,71,81,Male
2976,48,140,68,Male
2977,63,67,45,Male
2978,53,57,19,Female
2979,28,63,64,Female
2980,69,56,66,Male
2981,32,25,79,Male
2982,36,117,66,Female
2983,24,112,75,Female
2984,68,99,45,Female
2985,45,114,87,Male
2986,68,118,74,Female
2987,60,60,67,Female
2988,22,58,69,Male
2989,22,36,3,Male
2990,47,128,38,Female
2991,49,139,77,Male
2992,25,138,42,Female
2993,27,44,83,Female
2994,55,22,40,Male
2995,64,112,50,Male
2996,49,71,35,Female
2997,65,125,24,Male
2998,45,87,88,Male
2999,34,129,17,Male
3000,48,34,40,Male
3001,25,39,74,Male
3002,57,33,66,Male
3003,42,19,44,Male
3004,26,89,23,Female
3005,19,142,6,Male
3006,32,86,66,Female
3007,67,54,21,Male
3008,20,40,35,Female
3009,66,41,29,Male
3010,53,97,7,Female
3011,21,142,93,Male
3012,31,47,53,Female
3013,58,111,37,Male
3014,58,125,23,Male
3015,42,30,97,Female
3016,67,37,8,Female
3017,27,149,76,Male
3018,38,40,48,Female
3019,53,110,10,Female
3020,29,26,79,Male
3021,44,86,24,Female
3022,57,147,90,Male
3023,19,120,47,Female
3024,30,131,53,Male
3025,70,40,39,Female
3026,49,147,67,Male
3027,48,36,66,Male
3028,33,27,6,Female
3029,49,121,21,Female
3030,49,37,73,Male
3031,51,111,74,Male
3032,28,32,36,Female
3033,27,131,3,Female
3034,32,44,88,Female
3035,34,40,86,Female
3036,57,53,78,Female
3037,35,144,42,Female
3038,26,127,45,Male
3039,42,148,44,Female
3040,57,60,91,Female
3041,31,64,33,Female
3042,42,120,60,Female
3043,67,86,86,Male
3044,39,88,93,Male
3045,69,31,83,Male
3046,47,84,83,Male
3047,37,20,70,Female
3048,38,40,83,Male
3049,61,113,77,Female
3050,49,36,26,Female
3051,68,65,86,Male
3052,63,118,21,Male
3053,66,103,100,Female
3054,38,23,2,Male
3055,52,93,47,Male
3056,49,66,30,Female
3057,47,144,27,Female
3058,56,27,71,Female
3059,66,65,20,Female
3060,29,48,50,Female
3061,58,49,95,Male
3062,64,145,23,Female
3063,35,134,13,Female
3064,38,84,81,Female
3065,30,81,4,Male
3066,38,117,14,Female
3067,25,87,20,Female
3068,63,130,13,Male
3069,57,147,3,Female
3070,63,81,90,Female
3071,24,135,90,Female
3072,40,108,82,Male
3073,61,143,96,Male
3074,49,105,78,Female
3075,28,106,47,Female
3076,39,77,3,Female
3077,39,43,1,Male
3078,60,26,90,Male
3079,42,91,24,Male
3080,39,55,35,Male
3081,45,144,14,Male
3082,46,51,67,Male
3083,30,38,13,Female
3084,35,113,47,Male
3085,19,114,50,Female
3086,46,72,78,Male
3087,38,43,85,Female
3088,32,74,26,Male
3089,69,109,3,Female
3090,44,56,51,Female
3091,67,57,40,Female
3092,48,88,68,Male
3093,32,78,36,Male
3094,68,16,51,Male
3095,40,80,1,Female
3096,41,45,33,Female
3097,61,129,7,Female
3098,30,40,52,Male
3099,39,43,11,Male
3100,60,92,27,Female
3101,54,39,14,Male
3102,50,62,86,Male
3103,20,79,80,Male
3104,36,81,46,Male
3105,40,104,76,Female
3106,46,52,10,Male
3107,47,101,24,Male
3108,56,79,61,Female
3109,61,41,18,Female
3110,64,120,86,Male
3111,42,137,9,Male
3112,54,58,17,Male
3113,64,114,58,Male
3114,25,42,13,Female
3115,59,31,50,Female
3116,33,141,6,Female
3117,25,137,85,Male
3118,18,145,51,Male
3119,61,90,36,Female
3120,22,60,71,Male
3121,20,83,100,Female
3122,18,99,25,Female
3123,21,25,11,Female
3124,57,83,44,Female
3125,52,113,14,Female
3126,49,105,29,Female
3127,59,108,74,Female
3128,51,129,50,Male
3129,60,45,5,Female
3130,42,25,72,Female
3131,27,101,69,Male
3132,38,135,88,Female
3133,63,144,57,Male
3134,56,119,26,Female
3135,44,41,6,Male
3136,44,16,16,Male
3137,19,117,60,Male
3138,58,115,100,Female
3139,65,35,12,Male
3140,30,72,75,Female
3141,26,147,3,Female
3142,69,99,63,Female
3143,53,107,64,Female
3144,39,34,62,Female
3145,59,75,6,Female
3146,43,52,19,Female
3147,29,39,18,Male
3148,34,144,80,Female
3149,31,135,87,Female
3150,31,40,43,Male
3151,51,81,73,Female
3152,70,15,3,Male
3153,37,65,72,Male
3154,28,19,38,Female
3155,33,27,68,Female
3156,68,62,76,Male
3157,48,71,44,Female
3158,23,129,95,Male
3159,36,49,89,Male
3160,54,90,80,Female
3161,21,108,63,Male
3162,64,19,42,Female
3163,21,36,64,Female
3164,37,117,54,Male
3165,27,145,78,Male
3166,41,138,77,Female
3167,52,67,71,Female
3168,43,83,76,Female
3169,54,118,37,Male
3170,55,30,4,Female
3171,38,130,2,Male
3172,57,90,99,Male
3173,56,123,44,Male
3174,38,53,67,Female
3175,27,103,68,Male
3176,55,126,76,Female
3177,63,61,83,Male
3178,21,142,74,Female
3179,62,91,62,Female
3180,37,29,1,Male
3181,34,50,17,Female
3182,24,77,16,Male
3183,21,83,9,Male
3184,46,88,53,Male
3185,31,38,73,Male
3186,20,63,59,Male
3187,41,21,9,Male
3188,54,18,12,Male
3189,33,104,41,Female
3190,69,74,15,Male
3191,21,69,66,Male
3192,41,30,75,Female
3193,51,43,11,Female
3194,47,28,8,Male
3195,35,93,55,Male
3196,36,47,96,Male
3197,48,35,6,Female
3198,36,37,53,Male
3199,66,71,20,Female
3200,63,107,39,Male
3201,36,34,99,Male
3202,39,33,72,Female
3203,41,117,34,Male
3204,62,91,57,Male
3205,29,47,19,Male
3206,47,32,71,Female
3207,55,87,31,Male
3208,70,31,82,Male
3209,48,33,40,Female
3210,53,84,14,Female
3211,36,134,100,Male
3212,65,115,81,Male
3213,62,48,37,Female
3214,53,98,44,Male
3215,47,88,9,Male
3216,66,102,58,Female
3217,50,99,20,Male
3218,35,25,92,Male
3219,69,105,50,Female
3220,66,141,20,Male
3221,45,127,36,Male
3222,64,94,27,Male
3223,28,21,72,Female
3224,62,30,32,Male
3225,50,30,1,Female
3226,34,26,17,Female
3227,23,49,9,Male
3228,21,35,84,Female
3229,37,31,45,Male
3230,65,46,96,Male
3231,64,55,66,Male
3232,44,148,32,Female
3233,32,41,45,Male
3234,23,80,9,Male
3235,64,106,30,Male
3236,31,75,84,Female
3237,28,17,38,Female
3238,56,117,60,Male
3239,26,69,1,Male
3240,43,15,5,Male
3241,33,115,63,Male
3242,22,59,99,Female
3243,69,40,36,Female
3244,27,135,65,Female
3245,67,60,78,Female
3246,20,136,73,Female
3247,30,45,94,Female
3248,60,73,24,Female
3249,66,43,4,Male
3250,47,120,78,Male
3251,62,31,89,Male
3252,23,38,68,Male
3253,34,123,25,Male
3254,62,105,74,Male
3255,68,39,99,Female
3256,70,46,7,Male
3257,36,130,13,Female
3258,59,96,68,Male
3259,52,124,43,Female
3260,63,51,57,Female
3261,43,40,36,Male
3262,68,78,14,Male
3263,22,86,82,Male
3264,46,120,72,Male
3265,54,100,96,Male
3266,37,67,27,Female
3267,66,106,37,Male
3268,38,113,87,Female
3269,27,25,71,Female
3270,22,45,76,Female
3271,53,114,25,Male
3272,23,101,67,Male
3273,43,29,90,Male
3274,21,115,4,Male
3275,56,43,100,Male
3276,56,128,79,Male
3277,67,121,96,Female
3278,52,122,93,Male
3279,18,144,74,Female
3280,41,98,85,Female
3281,53,29,16,Male
3282,23,146,19,Male
3283,58,64,29,Male
3284,63,37,51,Male
3285,61,73,18,Male
3286,48,104,58,Male
3287,37,129,44,Female
3288,41,89,16,Female
3289,42,137,65,Female
3290,53,150,2,Female
3291,38,32,56,Female
3292,47,64,79,Female
3293,41,132,28,Male
3294,61,122,65,Male
3295,59,81,5,Male
3296,47,92,22,Female
3297,39,89,100,Female
3298,45,53,13,Female
3299,24,39,65,Male
3300,52,35,16,Male
3301,45,29,86,Male
3302,31,62,64,Female
3303,27,100,32,Female
3304,33,130,80,Female
3305,33,64,51,Male
3306,48,83,79,Female
3307,59,18,58,Male
3308,42,92,46,Male
3309,30,23,52,Male
3310,23,135,63,Male
3311,61,129,76,Male
3312,26,115,60,Male
3313,62,111,65,Male
3314,53,95,81,Female
3315,60,57,55,Male
3316,37,109,57,Female
3317,35,20,92,Male
3318,60,81,71,Male
3319,38,114,73,Male
3320,21,26,86,Female
3321,67,80,26,Male
3322,50,16,12,Male
3323,44,95,71,Female
3324,24,149,46,Female
3325,23,84,47,Female
3326,32,129,79,Female
3327,35,102,38,Male
3328,49,20,21,Male
3329,28,41,14,Female
3330,37,96,2,Male
3331,41,102,72,Female
3332,32,134,70,Female
3333,65,38,33,Female
3334,24,116,6,Male
3335,38,48,90,Female
3336,59,61,37,Male
3337,43,38,14,Male
3338,61,79,37,Male
3339,31,32,8,Female
3340,54,58,77,Male
3341,38,90,13,Female
3342,35,71,40,Male
3343,22,121,92,Male
3344,20,138,58,Male
3345,40,130,18,Female
3346,43,107,57,Female
3347,54,56,83,Female
3348,41,42,38,Female
3349,66,137,32,Male
3350,36,38,86,Male
3351,68,150,66,Female
3352,42,120,77,Female
3353,38,132,87,Female
3354,29,67,25,Female
3355,58,146,92,Male
3356,50,114,58,Female
3357,67,19,75,Female
3358,70,63,33,Male
3359,21,112,88,Female
3360,59,44,66,Male
3361,24,86,30,Female
3362,39,117,81,Male
3363,50,77,34,Female
3364,34,40,86,Female
3365,41,51,69,Female
3366,51,21,48,Female
3367,45,141,40,Female
3368,60,106,51,Male
3369,58,117,80,Female
3370,56,67,13,Male
3371,39,146,90,Male
3372,66,122,31,Male
3373,34,126,39,Male
3374,51,21,63,Female
3375,23,81,48,Female
3376,63,122,87,Female
3377,23,125,48,Female
3378,51,97,61,Male
3379,18,138,12,Male
3380,27,118,78,Male
3381,38,81,56,Female
3382,22,21,18,Female
3383,19,124,27,Female
3384,39,48,28,Female
3385,65,120,82,Male
3386,19,72,80,Female
3387,27,23,52,Female
3388,51,62,16,Male
3389,33,129,77,Male
3390,65,55,58,Female
3391,68,62,93,Female
3392,56,39,9,Male
3393,39,130,26,Female
3394,29,92,28,Male
3395,41,122,77,Male
3396,64,39,36,Female
3397,57,53,9,Male
3398,55,133,47,Female
3399,27,93,78,Female
3400,52,94,51,Female
3401,68,41,76,Female
3402,66,118,57,Male
3403,49,88,32,Female
3404,24,82,67,Female
3405,38,42,57,Male
3406,37,137,54,Female
3407,43,97,16,Female
3408,21,44,62,Female
3409,63,36,84,Female
3410,69,17,96,Male
3411,39,115,56,Male
3412,32,119,23,Female
3413,57,16,17,Male
3414,38,68,80,Male
3415,32,20,38,Male
3416,39,121,72,Male
3417,69,137,83,Female
3418,45,16,30,Male
3419,31,125,58,Female
3420,44,16,98,Female
3421,58,107,78,Male
3422,57,115,22,Female
3423,45,111,17,Male
3424,43,125,15,Female
3425,66,20,48,Female
3426,19,141,32,Male
3427,42,118,77,Female
3428,20,15,85,Male
3429,25,47,40,Female
3430,61,54,97,Female
3431,50,46,57,Male
3432,59,31,58,Male
3433,69,140,91,Male
3434,52,22,99,Female
3435,23,71,16,Male
3436,56,56,28,Male
3437,69,112,98,Male
3438,40,134,1,Male
3439,42,101,41,Female
3440,67,68,48,Female
3441,60,98,31,Female
3442,36,39,36,Female
3443,22,81,33,Female
3444,68,60,33,Female
3445,28,36,82,Male
3446,29,22,23,Female
3447,27,53,60,Male
3448,25,63,87,Male
3449,41,60,79,Male
3450,45,52,90,Male
3451,58,150,30,Female
3452,53,68,89,Female
3453,54,106,45,Female
3454,38,54,80,Male
3455,25,48,39,Female
3456,26,110,45,Female
3457,64,93,78,Female
3458,32,141,81,Female
3459,65,31,12,Female
3460,63,124,93,Female
3461,57,66,32,Male
3462,35,132,56,Male
3463,59,23,24,Female
3464,37,47,13,Male
3465,23,127,20,Male
3466,29,99,79,Female
3467,19,24,56,Male
3468,24,20,53,Female
3469,33,129,68,Male
3470,20,135,54,Female
3471,62,79,34,Male
3472,20,34,28,Male
3473,44,71,50,Male
3474,67,60,2,Male
3475,60,150,94,Female
3476,57,24,26,Male
3477,55,127,51,Female
3478,50,26,47,Female
3479,45,25,26,Male
3480,18,132,84,Male
3481,25,53,92,Female
3482,54,67,84,Male
3483,49,70,75,Female
3484,65,118,74,Male
3485,60,143,61,Female
3486,54,70,23,Male
3487,21,132,37,Male
3488,47,146,41,Female
3489,23,44,52,Female
3490,63,26,83,Female
3491,36,49,82,Male
3492,49,91,49,Male
3493,26,116,27,Male
3494,29,101,6,Male
3495,28,66,74,Female
3496,63,94,66,Female
3497,33,149,24,Male
3498,18,36,38,Male
3499,62,89,28,Male
3500,70,72,28,Female
3501,38,107,66,Female
3502,47,117,61,Male
3503,30,21,46,Female
3504,51,142,69,Male
3505,21,69,75,Male
3506,45,120,74,Female
3507,55,76,43,Female
3508,48,104,59,Female
3509,44,112,2,Female
3510,22,91,15,Male
3511,42,133,37,Female
3512,20,50,71,Female
3513,50,103,20,Female
3514,21,144,98,Female
3515,42,107,35,Male
3516,37,128,34,Male
3517,51,42,86,Female
3518,43,47,31,Female
3519,22,34,87,Male
3520,52,115,19,Male
3521,45,37,68,Female
3522,46,126,24,Male
3523,26,28,84,Male
3524,69,105,39,Male
3525,55,91,92,Male
3526,67,99,54,Female
3527,23,123,39,Male
3528,36,45,17,Male
3529,61,136,19,Female
3530,28,121,48,Female
3531,19,68,35,Female
3532,64,147,32,Male
3533,61,57,47,Female
3534,61,103,47,Male
3535,26,129,64,Female
3536,38,113,46,Male
3537,41,61,35,Female
3538,51,85,94,Female
3539,39,81,17,Male
3540,20,76,42,Female
3541,29,123,29,Female
3542,45,51,70,Female
3543,47,133,17,Female
3544,43,100,81,Female
3545,65,140,14,Male
3546,38,150,24,Male
3547,45,66,57,Female
3548,43,105,50,Female
3549,50,47,57,Male
3550,38,95,61,Male
3551,52,56,39,Female
3552,69,126,55,Male
3553,51,140,96,Female
3554,58,150,36,Female
3555,68,120,37,Female
3556,64,139,14,Female
3557,35,127,27,Male
3558,28,78,83,Male
3559,40,137,31,Male
3560,65,128,73,Female
3561,39,34,81,Male
3562,34,30,83,Female
3563,22,33,44,Female
3564,61,134,68,Male
3565,28,150,48,Female
3566,47,52,57,Female
3567,32,107,75,Female
3568,44,119,22,Male
3569,52,114,4,Female
3570,50,104,81,Male
3571,37,58,72,Female
3572,33,90,46,Male
